Дата;Открытие;Макс;Мин;Закрытие
01.10.2018;118260;118260;118210;118220
01.10.2018;118210;118220;118200;118200
01.10.2018;118210;118220;118200;118210
01.10.2018;118230;118270;118210;118260
01.10.2018;118260;118300;118250;118300
01.10.2018;118290;118300;118250;118290
01.10.2018;118280;118280;118230;118260
01.10.2018;118250;118260;118220;118230
01.10.2018;118230;118270;118220;118270
01.10.2018;118290;118290;118250;118260
01.10.2018;118250;118280;118250;118270
01.10.2018;118260;118270;118250;118260
01.10.2018;118270;118270;118220;118220
01.10.2018;118220;118270;118210;118270
01.10.2018;118270;118390;118270;118340
01.10.2018;118330;118350;118270;118270
01.10.2018;118270;118290;118260;118280
01.10.2018;118270;118280;118270;118280
01.10.2018;118290;118340;118290;118340
01.10.2018;118330;118330;118300;118300
01.10.2018;118300;118310;118280;118280
01.10.2018;118300;118330;118290;118300
01.10.2018;118320;118320;118280;118280
01.10.2018;118280;118280;118260;118260
01.10.2018;118260;118270;118230;118230
01.10.2018;118230;118240;118210;118230
01.10.2018;118220;118270;118200;118270
01.10.2018;118270;118270;118240;118260
01.10.2018;118260;118290;118250;118290
01.10.2018;118290;118330;118280;118290
01.10.2018;118300;118320;118290;118300
01.10.2018;118310;118340;118300;118310
01.10.2018;118320;118330;118290;118330
01.10.2018;118340;118350;118320;118350
01.10.2018;118340;118340;118320;118320
01.10.2018;118330;118340;118310;118330
01.10.2018;118310;118380;118300;118360
01.10.2018;118360;118390;118340;118350
01.10.2018;118350;118390;118350;118350
01.10.2018;118350;118360;118340;118350
01.10.2018;118360;118360;118320;118330
01.10.2018;118350;118370;118330;118350
01.10.2018;118350;118430;118340;118420
01.10.2018;118410;118510;118410;118470
01.10.2018;118470;118530;118470;118510
01.10.2018;118520;118530;118450;118480
01.10.2018;118460;118480;118430;118430
01.10.2018;118430;118470;118430;118470
01.10.2018;118480;118510;118460;118490
01.10.2018;118490;118510;118480;118500
01.10.2018;118490;118510;118470;118500
01.10.2018;118500;118500;118440;118480
01.10.2018;118480;118480;118420;118420
01.10.2018;118440;118440;118380;118420
01.10.2018;118410;118440;118400;118430
01.10.2018;118430;118490;118430;118450
01.10.2018;118440;118450;118420;118450
01.10.2018;118430;118440;118390;118400
01.10.2018;118410;118450;118410;118430
01.10.2018;118430;118490;118410;118480
01.10.2018;118480;118540;118480;118510
01.10.2018;118530;118530;118440;118460
01.10.2018;118460;118470;118410;118430
01.10.2018;118420;118470;118380;118450
01.10.2018;118440;118490;118430;118460
01.10.2018;118460;118490;118440;118470
01.10.2018;118480;118550;118480;118520
01.10.2018;118510;118530;118480;118510
01.10.2018;118520;118520;118500;118500
01.10.2018;118500;118500;118470;118490
01.10.2018;118490;118510;118480;118480
01.10.2018;118490;118490;118450;118450
01.10.2018;118450;118470;118430;118440
01.10.2018;118440;118440;118390;118420
01.10.2018;118410;118450;118390;118440
01.10.2018;118440;118460;118400;118400
01.10.2018;118410;118460;118400;118440
01.10.2018;118440;118440;118410;118440
01.10.2018;118440;118500;118440;118490
01.10.2018;118490;118550;118490;118530
01.10.2018;118530;118590;118520;118590
01.10.2018;118590;118590;118560;118570
01.10.2018;118560;118570;118530;118550
01.10.2018;118550;118580;118550;118580
01.10.2018;118560;118590;118560;118580
01.10.2018;118590;118720;118580;118710
01.10.2018;118690;118760;118680;118740
01.10.2018;118740;118860;118720;118790
01.10.2018;118790;118810;118700;118790
01.10.2018;118780;118780;118700;118750
01.10.2018;118760;118780;118690;118730
01.10.2018;118720;118780;118680;118760
01.10.2018;118760;118770;118720;118740
01.10.2018;118750;118770;118720;118750
01.10.2018;118770;118800;118760;118790
01.10.2018;118790;118800;118750;118750
01.10.2018;118730;118800;118720;118790
01.10.2018;118800;118800;118780;118790
01.10.2018;118800;118830;118790;118820
01.10.2018;118830;118850;118780;118790
01.10.2018;118780;118800;118770;118790
01.10.2018;118790;118870;118790;118850
01.10.2018;118860;118870;118840;118850
01.10.2018;118830;118870;118820;118850
01.10.2018;118860;118890;118850;118850
01.10.2018;118870;118880;118830;118880
01.10.2018;118880;118930;118860;118910
01.10.2018;118900;118970;118900;118950
01.10.2018;118950;118980;118900;118900
01.10.2018;118910;118910;118840;118860
01.10.2018;118860;118980;118810;118890
01.10.2018;118890;118890;118810;118830
01.10.2018;118830;118850;118820;118820
01.10.2018;118830;118840;118800;118820
01.10.2018;118810;118820;118790;118810
01.10.2018;118810;118860;118810;118850
01.10.2018;118850;118860;118810;118820
01.10.2018;118830;118900;118810;118880
01.10.2018;118880;118960;118870;118960
01.10.2018;118950;118970;118920;118960
01.10.2018;118960;118990;118940;118950
01.10.2018;118940;118960;118930;118940
01.10.2018;118950;118980;118940;118980
01.10.2018;118980;119040;118930;118940
01.10.2018;118940;118950;118890;118900
01.10.2018;118890;118950;118890;118920
01.10.2018;118940;118970;118930;118940
01.10.2018;118930;118950;118910;118920
01.10.2018;118920;118940;118890;118900
01.10.2018;118900;118950;118880;118940
01.10.2018;118950;118980;118910;118920
01.10.2018;118910;118920;118890;118900
01.10.2018;118920;118920;118860;118870
01.10.2018;118870;118910;118870;118890
01.10.2018;118880;118930;118880;118910
01.10.2018;118910;118970;118910;118970
01.10.2018;118980;118990;118950;118990
01.10.2018;118980;119010;118980;119010
01.10.2018;119000;119030;118990;119030
01.10.2018;119030;119100;119030;119060
01.10.2018;119060;119070;119040;119040
01.10.2018;119030;119040;119000;119010
01.10.2018;119000;119020;118990;119020
01.10.2018;119010;119100;119010;119090
01.10.2018;119080;119090;119060;119060
01.10.2018;119060;119090;119050;119080
01.10.2018;119090;119160;119080;119100
01.10.2018;119100;119140;119080;119140
01.10.2018;119120;119150;119100;119100
01.10.2018;119110;119130;119100;119120
01.10.2018;119110;119130;119050;119060
01.10.2018;119070;119070;119050;119070
01.10.2018;119070;119080;119040;119050
01.10.2018;119060;119110;119050;119110
01.10.2018;119100;119130;119100;119120
01.10.2018;119110;119120;119070;119070
01.10.2018;119070;119070;119030;119030
01.10.2018;119040;119050;119030;119040
01.10.2018;119040;119060;119040;119050
01.10.2018;119050;119070;119050;119060
01.10.2018;119060;119090;119040;119040
01.10.2018;119060;119090;119050;119080
01.10.2018;119090;119090;119070;119070
01.10.2018;119090;119090;119050;119050
01.10.2018;119040;119090;119040;119080
01.10.2018;119080;119160;119080;119150
01.10.2018;119140;119190;119140;119170
01.10.2018;119170;119180;119150;119170
01.10.2018;119170;119170;119100;119120
01.10.2018;119120;119120;119080;119080
01.10.2018;119080;119130;119080;119130
01.10.2018;119120;119170;119110;119170
01.10.2018;119170;119180;119150;119180
01.10.2018;119180;119190;119140;119170
01.10.2018;119180;119200;119170;119200
01.10.2018;119200;119220;119180;119180
01.10.2018;119200;119200;119160;119200
01.10.2018;119200;119220;119190;119220
01.10.2018;119220;119220;119150;119200
01.10.2018;119190;119200;119150;119200
01.10.2018;119200;119210;119160;119160
01.10.2018;119170;119180;119160;119160
01.10.2018;119160;119170;119150;119160
01.10.2018;119160;119170;119150;119170
01.10.2018;119160;119160;119130;119140
01.10.2018;119140;119160;119130;119160
01.10.2018;119170;119180;119150;119150
01.10.2018;119160;119170;119150;119160
01.10.2018;119160;119180;119160;119170
01.10.2018;119170;119180;119170;119180
01.10.2018;119180;119220;119170;119220
01.10.2018;119220;119240;119210;119210
01.10.2018;119220;119220;119200;119210
01.10.2018;119200;119220;119190;119200
01.10.2018;119210;119230;119210;119230
01.10.2018;119230;119240;119200;119210
01.10.2018;119220;119220;119210;119220
01.10.2018;119210;119230;119200;119200
01.10.2018;119200;119200;119200;119200
01.10.2018;119200;119210;119200;119210
01.10.2018;119200;119220;119200;119200
01.10.2018;119210;119210;119190;119190
01.10.2018;119190;119210;119190;119190
01.10.2018;119200;119210;119190;119200
01.10.2018;119190;119190;119180;119180
01.10.2018;119180;119190;119160;119170
01.10.2018;119170;119200;119170;119200
01.10.2018;119210;119220;119210;119210
01.10.2018;119210;119210;119190;119190
01.10.2018;119190;119220;119190;119200
01.10.2018;119200;119220;119190;119220
01.10.2018;119200;119230;119190;119190
01.10.2018;119200;119220;119190;119210
01.10.2018;119200;119220;119200;119220
01.10.2018;119210;119230;119180;119200
01.10.2018;119200;119210;119180;119210
01.10.2018;119210;119220;119190;119200
01.10.2018;119200;119220;119200;119210
01.10.2018;119200;119220;119200;119200
01.10.2018;119210;119230;119210;119230
01.10.2018;119220;119240;119210;119220
01.10.2018;119220;119220;119200;119200
01.10.2018;119200;119210;119190;119200
01.10.2018;119200;119210;119180;119180
01.10.2018;119180;119220;119180;119220
01.10.2018;119220;119230;119200;119220
01.10.2018;119230;119240;119210;119240
01.10.2018;119230;119240;119210;119220
01.10.2018;119230;119250;119210;119240
01.10.2018;119240;119250;119210;119250
01.11.2018;112090;112460;112090;112300
01.11.2018;112310;112320;112140;112210
01.11.2018;112230;112340;112200;112280
01.11.2018;112290;112340;112230;112240
01.11.2018;112230;112260;112160;112170
01.11.2018;112160;112200;112140;112180
01.11.2018;112180;112270;112170;112220
01.11.2018;112220;112250;112180;112200
01.11.2018;112190;112200;112160;112170
01.11.2018;112180;112200;112150;112170
01.11.2018;112170;112220;112140;112190
01.11.2018;112200;112290;112190;112280
01.11.2018;112290;112330;112220;112310
01.11.2018;112330;112360;112300;112310
01.11.2018;112300;112400;112250;112400
01.11.2018;112390;112530;112390;112420
01.11.2018;112440;112450;112370;112410
01.11.2018;112410;112470;112380;112450
01.11.2018;112440;112440;112330;112350
01.11.2018;112370;112380;112330;112340
01.11.2018;112350;112360;112280;112290
01.11.2018;112300;112370;112280;112360
01.11.2018;112360;112360;112280;112310
01.11.2018;112320;112330;112270;112300
01.11.2018;112290;112300;112230;112250
01.11.2018;112250;112260;112160;112240
01.11.2018;112250;112300;112240;112280
01.11.2018;112290;112300;112240;112270
01.11.2018;112270;112270;112220;112250
01.11.2018;112240;112250;112200;112230
01.11.2018;112220;112230;112190;112230
01.11.2018;112240;112240;112120;112150
01.11.2018;112140;112140;112020;112030
01.11.2018;112040;112130;112040;112110
01.11.2018;112120;112150;112090;112130
01.11.2018;112130;112130;112030;112060
01.11.2018;112070;112100;112040;112090
01.11.2018;112100;112170;112070;112160
01.11.2018;112150;112150;112100;112120
01.11.2018;112140;112150;112090;112090
01.11.2018;112080;112130;112050;112120
01.11.2018;112120;112140;112100;112100
01.11.2018;112110;112140;112110;112120
01.11.2018;112120;112130;112070;112130
01.11.2018;112130;112180;112110;112150
01.11.2018;112150;112160;112050;112060
01.11.2018;112060;112080;112050;112070
01.11.2018;112070;112070;111940;112010
01.11.2018;112020;112020;111880;111880
01.11.2018;111880;111930;111860;111910
01.11.2018;111900;111920;111850;111860
01.11.2018;111850;111930;111830;111920
01.11.2018;111920;111920;111870;111870
01.11.2018;111890;111910;111840;111890
01.11.2018;111890;111940;111890;111930
01.11.2018;111940;111960;111900;111900
01.11.2018;111910;111930;111880;111920
01.11.2018;111910;111930;111840;111880
01.11.2018;111880;111920;111880;111920
01.11.2018;111920;111960;111890;111910
01.11.2018;111920;111970;111880;111880
01.11.2018;111890;111970;111880;111970
01.11.2018;111960;112030;111920;111970
01.11.2018;111960;112010;111910;111950
01.11.2018;111960;112030;111950;112030
01.11.2018;112030;112170;112010;112150
01.11.2018;112150;112340;112140;112250
01.11.2018;112250;112300;112230;112250
01.11.2018;112250;112320;112220;112220
01.11.2018;112230;112270;112210;112240
01.11.2018;112260;112300;112240;112300
01.11.2018;112300;112320;112240;112300
01.11.2018;112300;112310;112220;112260
01.11.2018;112260;112260;112210;112210
01.11.2018;112210;112220;112170;112200
01.11.2018;112200;112370;112190;112370
01.11.2018;112380;112420;112340;112400
01.11.2018;112390;112440;112360;112440
01.11.2018;112440;112560;112430;112490
01.11.2018;112480;112560;112480;112550
01.11.2018;112550;112680;112540;112620
01.11.2018;112610;112640;112580;112610
01.11.2018;112610;112670;112600;112620
01.11.2018;112620;112650;112580;112600
01.11.2018;112600;112620;112550;112550
01.11.2018;112560;112590;112510;112530
01.11.2018;112540;112590;112540;112540
01.11.2018;112560;112580;112520;112580
01.11.2018;112580;112600;112540;112590
01.11.2018;112600;112780;112580;112770
01.11.2018;112770;112810;112730;112730
01.11.2018;112730;112840;112720;112770
01.11.2018;112780;112820;112750;112760
01.11.2018;112760;112770;112640;112650
01.11.2018;112660;112680;112630;112650
01.11.2018;112660;112680;112570;112590
01.11.2018;112580;112590;112470;112530
01.11.2018;112540;112580;112530;112550
01.11.2018;112540;112590;112540;112560
01.11.2018;112560;112580;112560;112560
01.11.2018;112560;112570;112500;112500
01.11.2018;112500;112530;112500;112500
01.11.2018;112520;112550;112510;112530
01.11.2018;112530;112570;112510;112570
01.11.2018;112560;112560;112470;112490
01.11.2018;112470;112570;112470;112570
01.11.2018;112560;112620;112560;112610
01.11.2018;112600;112610;112530;112550
01.11.2018;112570;112610;112550;112610
01.11.2018;112610;112710;112600;112670
01.11.2018;112670;112750;112670;112690
01.11.2018;112700;112740;112690;112710
01.11.2018;112710;112740;112700;112730
01.11.2018;112740;112750;112690;112690
01.11.2018;112690;112710;112660;112660
01.11.2018;112670;112690;112620;112640
01.11.2018;112640;112690;112610;112670
01.11.2018;112680;112700;112630;112700
01.11.2018;112700;112750;112660;112690
01.11.2018;112680;112690;112610;112620
01.11.2018;112610;112630;112560;112620
01.11.2018;112610;112630;112570;112580
01.11.2018;112570;112600;112550;112560
01.11.2018;112560;112600;112510;112570
01.11.2018;112580;112590;112550;112590
01.11.2018;112590;112600;112560;112570
01.11.2018;112570;112610;112530;112590
01.11.2018;112580;112610;112570;112590
01.11.2018;112590;112600;112510;112510
01.11.2018;112520;112530;112370;112390
01.11.2018;112380;112420;112370;112370
01.11.2018;112370;112380;112270;112340
01.11.2018;112320;112360;112300;112310
01.11.2018;112310;112310;112170;112250
01.11.2018;112260;112260;112170;112190
01.11.2018;112180;112180;112100;112130
01.11.2018;112120;112190;112080;112170
01.11.2018;112190;112200;112140;112160
01.11.2018;112150;112190;112100;112190
01.11.2018;112180;112230;112180;112190
01.11.2018;112170;112240;112160;112180
01.11.2018;112180;112230;112160;112180
01.11.2018;112190;112210;112170;112170
01.11.2018;112160;112200;112150;112160
01.11.2018;112150;112160;112070;112090
01.11.2018;112100;112100;112010;112050
01.11.2018;112050;112090;112040;112080
01.11.2018;112070;112070;111960;111970
01.11.2018;111960;111970;111700;111770
01.11.2018;111770;111770;111660;111720
01.11.2018;111710;111740;111640;111740
01.11.2018;111740;111770;111730;111770
01.11.2018;111760;111780;111690;111710
01.11.2018;111720;111770;111710;111730
01.11.2018;111720;111730;111690;111690
01.11.2018;111690;111730;111580;111590
01.11.2018;111590;111710;111580;111690
01.11.2018;111690;111750;111680;111740
01.11.2018;111730;111840;111730;111840
01.11.2018;111830;111860;111800;111810
01.11.2018;111820;111840;111800;111820
01.11.2018;111810;111880;111780;111880
01.11.2018;111880;111930;111800;111890
01.11.2018;111890;111910;111840;111880
01.11.2018;111880;111910;111870;111880
01.11.2018;111890;111900;111820;111880
01.11.2018;111880;111890;111840;111850
01.11.2018;111850;111930;111840;111900
01.11.2018;111880;111930;111880;111920
01.11.2018;111910;111930;111870;111890
01.11.2018;111890;111910;111800;111800
01.11.2018;111810;111840;111780;111830
01.11.2018;111810;111870;111800;111860
01.11.2018;111850;111920;111830;111910
01.11.2018;111890;111940;111870;111910
01.11.2018;111910;111920;111880;111880
01.11.2018;111890;111950;111880;111950
01.11.2018;111950;111950;111910;111910
01.11.2018;111920;111930;111910;111930
01.11.2018;111930;111930;111900;111920
01.11.2018;111930;111930;111860;111900
01.11.2018;111900;111940;111830;111860
01.11.2018;111850;111860;111730;111740
01.11.2018;111730;111760;111680;111730
01.11.2018;111740;111780;111710;111770
01.11.2018;111770;111800;111710;111710
01.11.2018;111720;111780;111710;111780
01.11.2018;111780;111800;111750;111760
01.11.2018;111770;111780;111750;111760
01.11.2018;111760;111850;111750;111830
01.11.2018;111830;111870;111800;111800
01.11.2018;111800;111850;111800;111850
01.11.2018;111860;111860;111790;111800
01.11.2018;111800;111850;111790;111830
01.11.2018;111830;111830;111800;111800
01.11.2018;111820;111830;111800;111820
01.11.2018;111810;111840;111760;111840
01.11.2018;111830;111910;111820;111880
01.11.2018;111880;111880;111840;111870
01.11.2018;111860;111880;111820;111830
01.11.2018;111840;111860;111800;111810
01.11.2018;111810;111850;111790;111830
01.11.2018;111830;111900;111830;111870
01.11.2018;111870;111920;111860;111900
01.11.2018;111910;111980;111870;111930
01.11.2018;111920;111940;111890;111920
01.11.2018;111910;111940;111890;111890
01.11.2018;111900;111930;111870;111930
01.11.2018;111910;111910;111870;111880
01.11.2018;111890;111910;111870;111870
01.11.2018;111890;111910;111870;111900
01.11.2018;111900;112080;111890;112010
01.11.2018;112010;112160;112010;112150
01.11.2018;112150;112280;112140;112220
01.11.2018;112220;112260;112210;112240
01.11.2018;112230;112270;112210;112270
01.11.2018;112270;112280;112180;112210
01.11.2018;112210;112240;112200;112230
01.11.2018;112220;112220;112140;112140
01.11.2018;112140;112160;112120;112160
01.11.2018;112160;112160;112090;112090
01.11.2018;112090;112120;112080;112100
01.11.2018;112100;112110;112080;112090
01.11.2018;112090;112160;112090;112130
01.11.2018;112130;112130;112050;112050
01.11.2018;112060;112100;112030;112070
01.11.2018;112070;112080;111970;111970
01.11.2018;111960;112000;111960;112000
01.11.2018;111980;112000;111970;111990
01.11.2018;111980;112030;111980;111990
01.11.2018;112010;112090;111990;112050
01.11.2018;112060;112090;112050;112070
01.11.2018;112060;112120;112060;112090
01.11.2018;112100;112140;112070;112120
01.11.2018;112120;112130;112090;112130
01.11.2018;112130;112140;111910;111910
01.11.2018;111920;111920;111850;111880
01.11.2018;111890;111920;111840;111840
01.11.2018;111850;111860;111750;111770
01.11.2018;111780;111790;111710;111710
01.11.2018;111700;111790;111670;111690
01.11.2018;111680;111770;111670;111760
01.11.2018;111760;111760;111680;111700
01.11.2018;111690;111760;111670;111760
01.11.2018;111760;111760;111710;111720
01.11.2018;111720;111760;111680;111710
01.11.2018;111700;111760;111690;111760
01.11.2018;111760;111790;111750;111780
01.11.2018;111780;111830;111760;111800
01.11.2018;111800;111820;111760;111820
01.11.2018;111810;111830;111720;111730
01.11.2018;111720;111730;111670;111690
01.11.2018;111700;111800;111690;111770
01.11.2018;111780;111900;111760;111850
01.11.2018;111860;111900;111850;111870
01.11.2018;111870;111870;111800;111820
01.11.2018;111820;111860;111800;111820
01.11.2018;111820;111870;111820;111870
01.11.2018;111860;111910;111840;111880
01.11.2018;111890;111900;111830;111860
01.11.2018;111850;111860;111800;111820
01.11.2018;111810;111830;111770;111810
01.11.2018;111800;111820;111770;111810
01.11.2018;111810;111830;111780;111780
01.11.2018;111790;111840;111790;111840
01.11.2018;111830;111930;111820;111930
01.11.2018;111920;111920;111850;111880
01.11.2018;111880;111880;111830;111850
01.11.2018;111850;111850;111780;111790
01.11.2018;111780;111880;111730;111880
01.11.2018;111870;111890;111820;111860
01.11.2018;111870;111880;111820;111820
01.11.2018;111810;111870;111800;111840
01.11.2018;111850;111890;111850;111870
01.11.2018;111870;111920;111860;111910
01.11.2018;111900;111910;111850;111890
01.11.2018;111900;111920;111870;111880
01.11.2018;111890;111930;111850;111920
01.11.2018;111910;112020;111900;111960
01.11.2018;111970;112040;111950;112040
01.11.2018;112040;112070;112000;112030
01.11.2018;112030;112030;111970;112000
01.11.2018;112000;112000;111930;111960
01.11.2018;111960;112020;111940;112010
01.11.2018;112000;112050;111980;112000
01.11.2018;112010;112130;111980;112090
01.11.2018;112090;112100;112020;112030
01.11.2018;112020;112110;112020;112100
01.11.2018;112110;112140;112080;112120
01.11.2018;112100;112130;112060;112090
01.11.2018;112090;112090;112050;112080
01.11.2018;112080;112100;112060;112060
01.11.2018;112060;112080;112050;112070
01.11.2018;112060;112100;112060;112070
01.11.2018;112080;112130;112050;112060
01.11.2018;112050;112110;112050;112060
01.11.2018;112080;112090;112060;112080
01.11.2018;112080;112090;112060;112070
01.11.2018;112070;112080;112060;112080
01.11.2018;112080;112080;112060;112060
01.11.2018;112080;112090;112020;112030
01.11.2018;112030;112050;112000;112000
01.11.2018;112000;112070;111960;112060
01.11.2018;112070;112070;112010;112020
01.11.2018;112020;112050;111960;111980
01.11.2018;111980;112040;111980;112010
01.11.2018;112010;112050;111990;112030
01.11.2018;112040;112050;111990;111990
01.11.2018;111990;112020;111940;111950
01.11.2018;111950;111970;111920;111960
01.11.2018;111950;111960;111910;111910
01.11.2018;111930;111950;111930;111940
01.11.2018;111950;111990;111910;111910
01.11.2018;111920;111960;111920;111950
01.11.2018;111960;111970;111920;111970
01.11.2018;111960;111960;111920;111940
01.11.2018;111950;111970;111920;111960
01.11.2018;111970;112010;111930;111930
01.11.2018;111930;111960;111900;111950
01.11.2018;111960;111970;111920;111940
01.11.2018;111940;111970;111930;111940
01.11.2018;111940;111950;111850;111870
01.11.2018;111880;111880;111840;111880
01.11.2018;111870;111880;111850;111860
01.11.2018;111870;111920;111840;111890
01.11.2018;111910;111920;111870;111890
01.11.2018;111890;111900;111850;111870
01.11.2018;111860;111880;111850;111860
01.11.2018;111850;111880;111840;111850
01.11.2018;111860;111860;111810;111840
01.11.2018;111830;111840;111800;111830
01.11.2018;111840;111850;111750;111780
01.11.2018;111770;111830;111720;111730
01.11.2018;111720;111780;111690;111720
01.11.2018;111730;111800;111720;111760
01.11.2018;111770;111800;111750;111800
01.11.2018;111790;111820;111760;111810
01.11.2018;111810;111840;111790;111820
01.11.2018;111820;111840;111810;111810
01.11.2018;111820;111880;111810;111870
01.11.2018;111860;111870;111830;111860
01.11.2018;111860;111880;111770;111770
01.11.2018;111770;111810;111760;111780
01.11.2018;111780;111790;111700;111750
01.11.2018;111750;111800;111740;111760
01.11.2018;111750;111790;111740;111760
01.11.2018;111760;111770;111700;111720
01.11.2018;111720;111740;111640;111660
01.11.2018;111650;111690;111610;111670
01.11.2018;111660;111680;111540;111600
01.11.2018;111600;111620;111570;111600
01.11.2018;111600;111640;111580;111640
01.11.2018;111630;111640;111620;111640
01.11.2018;111630;111660;111600;111640
01.11.2018;111630;111700;111630;111680
01.11.2018;111670;111690;111650;111690
01.11.2018;111680;111720;111660;111670
01.11.2018;111670;111770;111660;111760
01.11.2018;111760;111810;111740;111800
01.11.2018;111800;111870;111780;111850
01.11.2018;111850;111860;111810;111840
01.11.2018;111830;111900;111820;111900
01.11.2018;111900;111930;111850;111860
01.11.2018;111860;111880;111820;111820
01.11.2018;111820;111930;111820;111910
01.11.2018;111920;111920;111870;111880
01.11.2018;111890;111910;111880;111880
01.11.2018;111880;111910;111840;111890
01.11.2018;111900;112000;111900;111970
01.11.2018;111980;112030;111930;111940
01.11.2018;111940;111980;111910;111930
01.11.2018;111930;111960;111920;111950
01.11.2018;111940;111960;111920;111920
01.11.2018;111930;111990;111930;111990
01.11.2018;111980;112010;111980;112010
01.11.2018;112010;112050;111990;112040
01.11.2018;112030;112050;112020;112050
01.11.2018;112040;112070;111970;112020
01.11.2018;112010;112040;111990;112000
01.11.2018;112000;112040;111990;112020
01.11.2018;112020;112070;112000;112040
01.11.2018;112050;112100;112040;112070
01.11.2018;112070;112120;112070;112110
01.11.2018;112110;112130;112040;112050
01.11.2018;112070;112090;112040;112060
01.11.2018;112060;112180;111990;112140
01.11.2018;112160;112190;112110;112140
01.11.2018;112130;112170;111980;112010
01.11.2018;112010;112020;111860;111970
01.11.2018;111960;112010;111940;111950
01.11.2018;111960;112090;111950;112060
01.11.2018;112070;112080;111960;112000
01.11.2018;111990;112110;111980;112080
01.11.2018;112090;112110;112060;112070
01.11.2018;112070;112080;112020;112030
01.11.2018;112030;112030;111920;111920
01.11.2018;111920;112050;111900;112020
01.11.2018;112020;112050;112010;112010
01.11.2018;112030;112050;111950;111950
01.11.2018;111960;112020;111950;112020
01.11.2018;112030;112030;111920;111960
01.11.2018;111960;112010;111840;111850
01.11.2018;111850;111880;111800;111810
01.11.2018;111810;111910;111800;111890
01.11.2018;111900;111900;111810;111850
01.11.2018;111840;111930;111760;111910
01.11.2018;111900;112000;111890;111980
01.11.2018;111980;112070;111940;112050
01.11.2018;112060;112150;112020;112130
01.11.2018;112140;112290;112120;112260
01.11.2018;112250;112310;112250;112250
01.11.2018;112250;112260;112160;112190
01.11.2018;112170;112190;112130;112160
01.11.2018;112160;112180;112090;112100
01.11.2018;112100;112150;112100;112140
01.11.2018;112130;112140;112020;112060
01.11.2018;112070;112080;111980;111980
01.11.2018;111990;112090;111920;112080
01.11.2018;112090;112090;111940;112000
01.11.2018;112000;112020;111960;111990
01.11.2018;111980;112030;111950;111970
01.11.2018;111970;111980;111870;111880
01.11.2018;111870;111960;111860;111920
01.11.2018;111910;111930;111800;111890
01.11.2018;111880;112110;111870;112080
01.11.2018;112090;112260;112090;112260
01.11.2018;112270;112440;112270;112430
01.11.2018;112420;112530;112420;112480
01.11.2018;112490;112530;112410;112420
01.11.2018;112430;112480;112420;112440
01.11.2018;112450;112600;112440;112580
01.11.2018;112580;112630;112540;112590
01.11.2018;112600;112650;112560;112640
01.11.2018;112640;112670;112570;112610
01.11.2018;112620;112630;112540;112570
01.11.2018;112570;112630;112480;112520
01.11.2018;112510;112530;112470;112520
01.11.2018;112530;112610;112530;112580
01.11.2018;112590;112620;112520;112530
01.11.2018;112550;112700;112540;112600
01.11.2018;112610;112780;112610;112710
01.11.2018;112730;112770;112720;112740
01.11.2018;112730;112750;112570;112610
01.11.2018;112610;112680;112590;112650
01.11.2018;112650;112690;112630;112630
01.11.2018;112640;112670;112620;112630
01.11.2018;112640;112730;112630;112730
01.11.2018;112720;112750;112680;112740
01.11.2018;112750;112950;112720;112920
01.11.2018;112930;112950;112790;112790
01.11.2018;112800;112870;112790;112840
01.11.2018;112850;112930;112840;112920
01.11.2018;112920;112940;112770;112780
01.11.2018;112800;112850;112750;112770
01.11.2018;112770;112810;112750;112800
01.11.2018;112800;112860;112760;112760
01.11.2018;112760;112860;112760;112860
01.11.2018;112860;112870;112760;112870
01.11.2018;112860;112960;112860;112940
01.11.2018;112950;112990;112910;112910
01.11.2018;112920;113070;112910;113010
01.11.2018;113010;113050;112990;113050
01.11.2018;113040;113100;113040;113070
01.11.2018;113090;113110;113010;113020
01.11.2018;113030;113100;113020;113050
01.11.2018;113060;113160;113060;113120
01.11.2018;113130;113150;113080;113100
01.11.2018;113090;113160;113070;113150
01.11.2018;113140;113190;113060;113120
01.11.2018;113120;113160;113090;113130
01.11.2018;113110;113140;113050;113050
01.11.2018;113050;113090;113030;113060
01.11.2018;113060;113160;113050;113150
01.11.2018;113150;113180;113100;113170
01.11.2018;113170;113250;113150;113240
01.11.2018;113240;113280;113220;113220
01.11.2018;113240;113240;113120;113130
01.11.2018;113130;113190;113110;113180
01.11.2018;113180;113200;113110;113130
01.11.2018;113140;113190;113110;113160
01.11.2018;113160;113280;113160;113230
01.11.2018;113230;113310;113230;113300
01.11.2018;113300;113300;113200;113250
01.11.2018;113240;113300;113240;113260
01.11.2018;113260;113290;113190;113280
01.11.2018;113280;113310;113200;113220
01.11.2018;113230;113250;113190;113240
01.11.2018;113250;113260;113150;113160
01.11.2018;113170;113280;113160;113180
01.11.2018;113190;113270;113190;113260
01.11.2018;113250;113270;113180;113210
01.11.2018;113210;113220;113150;113170
01.11.2018;113170;113210;113100;113190
01.11.2018;113200;113260;113190;113210
01.11.2018;113200;113220;113160;113190
01.11.2018;113200;113250;113150;113210
01.11.2018;113210;113220;113180;113210
01.11.2018;113200;113220;113170;113180
01.11.2018;113170;113220;113160;113190
01.11.2018;113180;113190;113050;113080
01.11.2018;113070;113100;112980;113020
01.11.2018;113010;113080;113000;113080
01.11.2018;113080;113100;113030;113070
01.11.2018;113070;113100;113040;113090
01.11.2018;113080;113100;113010;113010
