Дата;Открытие;Макс;Мин;Закрытие
01.11.2018;113010;113030;112910;112950
01.11.2018;112960;112970;112920;112950
01.11.2018;112950;112980;112900;112920
01.11.2018;112930;112990;112930;112960
01.11.2018;112950;113060;112950;113030
01.11.2018;113020;113030;112910;112920
01.11.2018;112920;112970;112880;112880
01.11.2018;112880;112930;112860;112880
01.11.2018;112890;112930;112860;112900
01.11.2018;112880;112890;112820;112830
01.11.2018;112830;112950;112830;112920
01.11.2018;112920;112960;112900;112930
01.11.2018;112940;112940;112840;112850
01.11.2018;112860;112860;112790;112800
01.11.2018;112820;112820;112710;112780
01.11.2018;112700;112710;112510;112680
01.11.2018;112680;112740;112630;112720
01.11.2018;112710;112800;112710;112760
01.11.2018;112770;112800;112700;112710
01.11.2018;112700;112730;112640;112670
01.11.2018;112670;112690;112650;112660
01.11.2018;112670;112730;112670;112690
01.11.2018;112680;112730;112680;112710
01.11.2018;112700;112740;112700;112720
01.11.2018;112720;112780;112700;112770
01.11.2018;112760;112810;112670;112720
01.11.2018;112700;112720;112670;112710
01.11.2018;112710;112720;112660;112670
01.11.2018;112680;112690;112630;112670
01.11.2018;112690;112740;112670;112700
01.11.2018;112700;112700;112630;112690
01.11.2018;112690;112690;112640;112670
01.11.2018;112670;112680;112590;112650
01.11.2018;112640;112680;112620;112650
01.11.2018;112650;112710;112640;112680
01.11.2018;112670;112680;112610;112650
01.11.2018;112640;112700;112620;112690
01.11.2018;112680;112700;112650;112670
01.11.2018;112680;112720;112660;112690
01.11.2018;112680;112760;112670;112730
01.11.2018;112730;112780;112700;112730
01.11.2018;112730;112770;112680;112680
01.11.2018;112690;112800;112660;112770
01.11.2018;112760;112810;112750;112810
01.11.2018;112810;112850;112800;112840
01.11.2018;112850;112950;112820;112940
01.11.2018;112940;112970;112880;112910
01.11.2018;112910;112950;112900;112940
01.11.2018;112940;112960;112900;112920
01.11.2018;112920;112980;112910;112970
01.11.2018;112960;112970;112930;112960
01.11.2018;112970;112990;112940;112950
01.11.2018;112950;113040;112920;112980
01.11.2018;112990;113140;112990;113120
01.11.2018;113120;113150;113070;113080
01.11.2018;113090;113100;113010;113020
01.11.2018;113030;113060;113000;113020
01.11.2018;113050;113120;113010;113080
01.11.2018;113080;113120;113080;113120
01.11.2018;113110;113150;113110;113130
01.11.2018;113130;113150;113100;113110
01.11.2018;113110;113130;113070;113100
01.11.2018;113090;113120;113070;113100
01.11.2018;113110;113180;113110;113160
01.11.2018;113170;113180;113090;113120
01.11.2018;113130;113190;113110;113160
01.11.2018;113170;113200;113130;113170
01.11.2018;113170;113230;113170;113220
01.11.2018;113220;113250;113210;113250
01.11.2018;113250;113260;113220;113240
01.11.2018;113240;113250;113100;113100
01.11.2018;113100;113120;113080;113080
01.11.2018;113090;113130;113050;113110
01.11.2018;113110;113110;113040;113090
01.11.2018;113080;113080;113020;113050
01.11.2018;113040;113060;113020;113040
01.11.2018;113050;113060;113040;113040
01.11.2018;113040;113050;112950;112970
01.11.2018;112990;113000;112910;112930
01.11.2018;112920;112950;112900;112910
01.11.2018;112900;112980;112890;112960
01.11.2018;112960;112990;112940;112950
01.11.2018;112950;112990;112940;112980
01.11.2018;112970;112980;112930;112960
01.11.2018;112960;113010;112960;112980
01.11.2018;112980;112980;112930;112970
01.11.2018;112980;113080;112980;113050
01.11.2018;113060;113090;113030;113080
01.11.2018;113080;113090;113060;113090
01.11.2018;113090;113120;113060;113110
01.11.2018;113110;113160;113080;113150
01.11.2018;113120;113170;113080;113150
01.11.2018;113140;113200;113130;113180
01.11.2018;113170;113200;113140;113190
01.11.2018;113180;113190;113150;113170
01.11.2018;113170;113170;113130;113150
01.11.2018;113150;113190;113130;113180
01.11.2018;113190;113200;113170;113190
01.11.2018;113200;113230;113180;113190
01.11.2018;113190;113200;113160;113190
01.11.2018;113190;113220;113150;113170
01.11.2018;113160;113200;113150;113150
01.11.2018;113160;113190;113120;113180
01.11.2018;113170;113190;113150;113170
01.11.2018;113160;113190;113150;113170
01.11.2018;113180;113200;113170;113190
01.11.2018;113180;113190;113120;113120
01.11.2018;113110;113120;113060;113090
01.11.2018;113090;113150;113090;113130
01.11.2018;113140;113140;113090;113090
01.11.2018;113090;113090;113060;113090
01.11.2018;113090;113150;113090;113120
01.11.2018;113110;113130;113090;113100
01.11.2018;113090;113110;113060;113100
01.11.2018;113080;113110;113060;113100
01.11.2018;113090;113090;113030;113060
01.11.2018;113070;113120;113060;113110
01.11.2018;113090;113100;113000;113000
01.11.2018;112990;113040;112970;113010
01.11.2018;113020;113060;113000;113030
01.11.2018;113030;113030;112980;112980
01.11.2018;112970;113060;112970;113050
01.11.2018;113050;113080;113010;113060
01.11.2018;113070;113100;113070;113070
01.11.2018;113080;113100;113050;113090
01.11.2018;113090;113090;113010;113040
01.11.2018;113040;113100;113040;113090
01.11.2018;113090;113110;113070;113080
01.11.2018;113080;113090;113050;113050
01.11.2018;113060;113060;113010;113050
01.11.2018;113050;113050;112990;113010
01.11.2018;113010;113010;112960;113010
01.11.2018;113000;113050;112990;113040
01.11.2018;113050;113070;113040;113070
01.11.2018;113070;113080;113040;113050
01.11.2018;113050;113050;113020;113020
01.11.2018;113030;113040;112980;112980
01.11.2018;112990;113010;112980;113000
01.11.2018;113000;113000;112930;112980
01.11.2018;112980;112980;112940;112960
01.11.2018;112950;112960;112940;112950
01.11.2018;112950;112950;112930;112950
01.11.2018;112950;113000;112950;112990
01.11.2018;113000;113000;112980;112990
01.11.2018;112990;113000;112970;112970
01.11.2018;112990;113000;112960;112960
01.11.2018;112960;112970;112950;112970
01.11.2018;112980;113040;112980;113030
01.11.2018;113040;113070;113030;113070
01.11.2018;113060;113070;113030;113030
01.11.2018;113040;113040;113010;113030
01.11.2018;113020;113080;113020;113060
01.11.2018;113060;113070;113030;113060
01.11.2018;113060;113100;113060;113100
01.11.2018;113090;113110;113070;113090
01.11.2018;113080;113140;113080;113110
01.11.2018;113110;113120;113070;113090
01.11.2018;113090;113090;113060;113060
01.11.2018;113060;113080;113050;113070
01.11.2018;113060;113110;113060;113100
01.11.2018;113110;113110;113070;113070
01.11.2018;113080;113150;113060;113130
01.11.2018;113120;113120;113090;113090
01.11.2018;113090;113090;113010;113030
01.11.2018;113030;113060;113010;113050
01.11.2018;113040;113070;113030;113060
01.11.2018;113060;113090;113060;113080
01.11.2018;113070;113070;113030;113050
01.11.2018;113060;113070;113020;113070
01.11.2018;113060;113080;113060;113070
01.11.2018;113040;113050;113020;113020
01.11.2018;113020;113020;113000;113000
01.11.2018;113000;113010;112970;112980
01.11.2018;112990;113010;112970;112990
01.11.2018;112990;113000;112980;113000
01.11.2018;113000;113060;112990;113020
01.11.2018;113040;113050;113020;113050
01.11.2018;113050;113050;113020;113050
01.11.2018;113050;113050;113030;113040
01.11.2018;113050;113070;113040;113070
01.11.2018;113080;113080;113050;113050
01.11.2018;113060;113070;113050;113070
01.11.2018;113060;113060;113030;113030
01.11.2018;113020;113040;113010;113010
01.11.2018;113010;113030;113000;113020
01.11.2018;113010;113030;113010;113030
01.11.2018;113020;113030;113010;113020
01.11.2018;113000;113090;113000;113090
01.11.2018;113080;113100;113070;113090
01.11.2018;113090;113090;113070;113080
01.11.2018;113080;113090;113030;113040
01.11.2018;113030;113030;112970;112990
01.11.2018;113000;113010;112980;112980
01.11.2018;112970;112990;112960;112970
01.11.2018;112970;113000;112970;112980
01.11.2018;112980;113010;112970;112990
01.11.2018;112990;113000;112960;112970
01.11.2018;112960;112980;112940;112960
01.11.2018;112960;112980;112940;112960
01.11.2018;112970;113020;112970;113020
01.11.2018;113010;113010;112980;112980
01.11.2018;112990;113000;112960;112980
01.11.2018;112980;112990;112960;112990
01.11.2018;113000;113040;113000;113040
01.11.2018;113050;113050;113020;113050
01.11.2018;113040;113040;113010;113030
01.11.2018;113020;113050;113020;113020
01.11.2018;113020;113050;113020;113030
01.11.2018;113030;113030;112980;113010
01.11.2018;113010;113010;112990;113000
01.11.2018;113000;113000;112980;112990
01.11.2018;112990;113020;112980;113010
01.11.2018;113010;113010;113000;113010
01.11.2018;113030;113040;113010;113020
01.11.2018;113020;113030;113020;113030
01.11.2018;113030;113090;113020;113080
01.11.2018;113080;113130;113080;113090
01.11.2018;113110;113140;113100;113130
01.11.2018;113120;113150;113120;113130
01.11.2018;113120;113160;113120;113140
01.11.2018;113140;113140;113090;113090
01.11.2018;113110;113120;113100;113100
01.11.2018;113110;113110;113080;113090
01.11.2018;113090;113090;113060;113070
01.11.2018;113080;113090;113070;113080
01.11.2018;113090;113100;113090;113090
01.11.2018;113090;113130;113090;113110
01.11.2018;113110;113120;113100;113120
01.11.2018;113110;113130;113110;113120
01.11.2018;113110;113140;113060;113080
01.11.2018;113080;113090;113060;113090
01.11.2018;113090;113100;113040;113050
01.11.2018;113050;113110;113020;113090
01.11.2018;113100;113160;113100;113150
01.11.2018;113130;113160;113120;113130
01.11.2018;113130;113130;113100;113110
01.11.2018;113110;113120;113090;113090
01.11.2018;113100;113100;113060;113100
01.11.2018;113090;113100;113070;113070
01.11.2018;113070;113090;113060;113090
01.11.2018;113080;113080;113060;113060
01.11.2018;113050;113080;113050;113080
01.11.2018;113070;113090;113050;113080
01.11.2018;113080;113090;113060;113080
01.11.2018;113060;113080;113050;113050
01.11.2018;113060;113090;113040;113070
01.11.2018;113060;113080;113040;113060
01.11.2018;113080;113080;113050;113050
01.11.2018;113060;113060;113000;113030
01.11.2018;113030;113100;113020;113060
01.11.2018;113050;113050;113000;113020
01.11.2018;113020;113040;113010;113020
01.11.2018;113020;113030;113020;113020
01.11.2018;113020;113040;113020;113030
01.11.2018;113040;113040;113030;113040
01.11.2018;113030;113040;113030;113030
01.11.2018;113030;113030;113030;113030
01.11.2018;113040;113050;113030;113030
01.11.2018;113040;113040;113030;113030
01.11.2018;113040;113040;113030;113030
01.11.2018;113050;113050;113020;113050
01.11.2018;113050;113050;113040;113040
01.11.2018;113040;113080;113040;113070
01.11.2018;113060;113070;113060;113070
01.11.2018;113080;113080;113070;113080
01.11.2018;113070;113100;113070;113090
01.11.2018;113090;113100;113080;113090
01.11.2018;113100;113120;113100;113110
01.11.2018;113100;113100;113080;113090
01.11.2018;113080;113080;113030;113060
01.11.2018;113050;113060;113040;113060
01.11.2018;113050;113060;113030;113060
01.11.2018;113060;113060;113030;113040
01.11.2018;113030;113040;113020;113020
01.11.2018;113010;113030;112990;113010
01.11.2018;113010;113020;113000;113010
01.11.2018;113010;113020;112990;113020
01.11.2018;113020;113020;112960;112960
01.11.2018;112970;113010;112970;113000
01.11.2018;113000;113000;112960;112970
01.11.2018;112970;112970;112850;112890
01.11.2018;112880;112890;112840;112870
01.11.2018;112850;112850;112790;112790
01.11.2018;112780;112820;112770;112770
01.11.2018;112790;112790;112760;112770
01.11.2018;112760;112770;112710;112720
01.11.2018;112720;112740;112710;112730
01.11.2018;112730;112790;112720;112780
01.11.2018;112780;112850;112760;112840
01.11.2018;112830;112850;112810;112830
01.11.2018;112830;112840;112810;112810
01.11.2018;112810;112840;112810;112820
01.11.2018;112820;112850;112820;112830
01.11.2018;112830;112840;112810;112830
01.11.2018;112830;112850;112800;112810
01.11.2018;112820;112840;112770;112830
01.11.2018;112840;112850;112810;112830
01.11.2018;112840;112870;112830;112870
01.11.2018;112850;112880;112810;112850
01.11.2018;112850;112940;112840;112940
03.12.2018;112120;117390;112120;115820
03.12.2018;115820;116100;115810;116070
03.12.2018;116040;116090;115560;115600
03.12.2018;115620;115800;115300;115340
03.12.2018;115340;115540;115320;115490
03.12.2018;115470;115580;115310;115410
03.12.2018;115430;115470;115370;115430
03.12.2018;115430;115520;115400;115490
03.12.2018;115500;115650;115480;115630
03.12.2018;115630;115970;115610;115960
03.12.2018;115950;115980;115810;115850
03.12.2018;115850;115920;115810;115840
03.12.2018;115840;115870;115760;115780
03.12.2018;115780;115820;115730;115780
03.12.2018;115770;115850;115770;115820
03.12.2018;115810;115850;115690;115700
03.12.2018;115710;115730;115640;115640
03.12.2018;115630;115740;115630;115710
03.12.2018;115710;115750;115660;115680
03.12.2018;115680;115750;115670;115700
03.12.2018;115710;115750;115700;115730
03.12.2018;115730;115750;115640;115650
03.12.2018;115630;115640;115560;115580
03.12.2018;115580;115580;115440;115470
03.12.2018;115460;115490;115350;115380
03.12.2018;115370;115450;115370;115410
03.12.2018;115400;115440;115340;115420
03.12.2018;115430;115460;115400;115440
03.12.2018;115450;115520;115440;115510
03.12.2018;115520;115750;115480;115630
03.12.2018;115620;115690;115620;115660
03.12.2018;115670;115680;115590;115610
03.12.2018;115600;115670;115600;115630
03.12.2018;115630;115680;115610;115620
03.12.2018;115620;115670;115590;115620
03.12.2018;115620;115650;115610;115630
03.12.2018;115630;115690;115620;115670
03.12.2018;115680;115700;115650;115660
03.12.2018;115660;115670;115610;115610
03.12.2018;115610;115640;115590;115610
03.12.2018;115620;115640;115570;115630
03.12.2018;115630;115650;115590;115610
03.12.2018;115600;115630;115570;115620
03.12.2018;115620;115680;115600;115620
03.12.2018;115610;115660;115600;115630
03.12.2018;115630;115770;115630;115740
03.12.2018;115740;115750;115710;115730
03.12.2018;115730;115750;115710;115720
03.12.2018;115710;115750;115670;115690
03.12.2018;115690;115720;115650;115650
03.12.2018;115660;115750;115650;115730
03.12.2018;115720;115740;115700;115730
03.12.2018;115730;115780;115730;115740
03.12.2018;115750;115810;115750;115800
03.12.2018;115800;115810;115760;115760
03.12.2018;115760;115820;115760;115820
03.12.2018;115810;115830;115740;115760
03.12.2018;115750;115770;115710;115720
03.12.2018;115710;115740;115700;115730
03.12.2018;115730;115750;115700;115720
03.12.2018;115720;115770;115610;115620
03.12.2018;115630;115710;115610;115640
03.12.2018;115640;115680;115530;115550
03.12.2018;115560;115570;115430;115440
03.12.2018;115430;115470;115280;115300
03.12.2018;115290;115370;115260;115310
03.12.2018;115300;115300;115240;115280
03.12.2018;115270;115270;115220;115230
03.12.2018;115240;115270;115200;115240
03.12.2018;115230;115330;115230;115310
03.12.2018;115300;115330;115270;115280
03.12.2018;115290;115300;115240;115240
03.12.2018;115240;115300;115240;115270
03.12.2018;115270;115320;115260;115270
03.12.2018;115270;115280;115200;115210
03.12.2018;115210;115300;115210;115280
03.12.2018;115280;115360;115280;115350
03.12.2018;115340;115420;115340;115400
03.12.2018;115410;115420;115380;115400
03.12.2018;115380;115400;115320;115340
03.12.2018;115360;115450;115360;115450
03.12.2018;115450;115490;115420;115480
03.12.2018;115490;115520;115440;115460
03.12.2018;115460;115490;115430;115450
03.12.2018;115440;115550;115410;115410
03.12.2018;115410;115570;115410;115570
03.12.2018;115570;115580;115480;115480
03.12.2018;115490;115660;115490;115660
03.12.2018;115660;115670;115600;115610
03.12.2018;115610;115670;115550;115580
03.12.2018;115600;115650;115590;115630
03.12.2018;115630;115670;115570;115590
03.12.2018;115600;115640;115590;115610
03.12.2018;115620;115640;115550;115600
03.12.2018;115600;115690;115600;115650
03.12.2018;115660;115660;115610;115610
03.12.2018;115610;115630;115570;115610
03.12.2018;115620;115640;115590;115610
03.12.2018;115600;115640;115600;115640
03.12.2018;115640;115640;115520;115520
03.12.2018;115520;115600;115520;115540
03.12.2018;115530;115560;115520;115530
03.12.2018;115530;115620;115510;115580
03.12.2018;115590;115590;115560;115570
03.12.2018;115570;115610;115560;115580
03.12.2018;115590;115660;115580;115600
03.12.2018;115600;115640;115580;115630
03.12.2018;115620;115660;115580;115610
03.12.2018;115610;115620;115580;115590
03.12.2018;115590;115620;115580;115590
03.12.2018;115580;115600;115550;115580
03.12.2018;115590;115600;115550;115560
03.12.2018;115560;115630;115560;115630
03.12.2018;115620;115670;115600;115660
03.12.2018;115650;115680;115600;115620
03.12.2018;115620;115670;115590;115610
03.12.2018;115610;115720;115580;115650
03.12.2018;115650;115720;115550;115550
03.12.2018;115550;115580;115520;115560
03.12.2018;115550;115590;115540;115570
03.12.2018;115560;115600;115480;115480
03.12.2018;115480;115540;115470;115500
03.12.2018;115510;115540;115490;115530
03.12.2018;115520;115560;115500;115550
03.12.2018;115540;115590;115530;115580
03.12.2018;115560;115580;115510;115520
03.12.2018;115530;115590;115490;115490
03.12.2018;115490;115500;115400;115430
03.12.2018;115430;115430;115370;115390
03.12.2018;115380;115400;115330;115340
03.12.2018;115340;115420;115310;115350
03.12.2018;115370;115420;115360;115370
03.12.2018;115370;115370;115300;115310
03.12.2018;115320;115340;115280;115300
03.12.2018;115290;115340;115280;115340
03.12.2018;115330;115340;115250;115270
03.12.2018;115280;115310;115270;115310
03.12.2018;115290;115330;115260;115330
03.12.2018;115330;115360;115320;115330
03.12.2018;115330;115330;115240;115280
03.12.2018;115280;115360;115270;115340
03.12.2018;115340;115340;115220;115270
03.12.2018;115270;115290;115210;115230
03.12.2018;115230;115230;115100;115140
03.12.2018;115140;115170;115100;115170
03.12.2018;115170;115200;115140;115170
03.12.2018;115170;115180;115110;115160
03.12.2018;115160;115200;115130;115140
03.12.2018;115140;115150;115110;115150
03.12.2018;115140;115200;115110;115170
03.12.2018;115180;115250;115180;115210
03.12.2018;115220;115230;115170;115190
03.12.2018;115200;115250;115190;115240
03.12.2018;115220;115310;115210;115280
03.12.2018;115270;115300;115250;115280
03.12.2018;115270;115280;115220;115250
03.12.2018;115250;115280;115230;115270
03.12.2018;115250;115290;115240;115290
03.12.2018;115290;115290;115260;115260
03.12.2018;115260;115270;115230;115230
03.12.2018;115240;115290;115230;115260
03.12.2018;115260;115320;115230;115310
03.12.2018;115310;115310;115270;115300
03.12.2018;115290;115300;115260;115270
03.12.2018;115260;115420;115260;115380
03.12.2018;115380;115380;115280;115300
03.12.2018;115310;115330;115270;115310
03.12.2018;115320;115370;115320;115360
03.12.2018;115350;115380;115340;115350
03.12.2018;115350;115360;115300;115310
03.12.2018;115310;115380;115310;115350
03.12.2018;115350;115370;115340;115350
03.12.2018;115350;115360;115330;115360
03.12.2018;115340;115390;115330;115360
03.12.2018;115350;115410;115340;115340
03.12.2018;115330;115360;115330;115340
03.12.2018;115340;115350;115280;115280
03.12.2018;115270;115330;115270;115300
03.12.2018;115310;115340;115300;115340
03.12.2018;115350;115410;115340;115390
03.12.2018;115390;115480;115390;115430
03.12.2018;115430;115460;115370;115370
03.12.2018;115380;115380;115280;115280
03.12.2018;115280;115300;115260;115280
03.12.2018;115290;115320;115260;115260
03.12.2018;115270;115280;115250;115250
03.12.2018;115250;115250;115140;115180
03.12.2018;115170;115190;115140;115160
03.12.2018;115150;115240;115150;115190
03.12.2018;115190;115260;115170;115220
03.12.2018;115220;115280;115200;115270
03.12.2018;115260;115300;115240;115260
03.12.2018;115260;115260;115190;115200
03.12.2018;115200;115220;115170;115200
03.12.2018;115200;115220;115200;115220
03.12.2018;115220;115260;115210;115250
03.12.2018;115230;115260;115190;115260
03.12.2018;115250;115310;115220;115240
03.12.2018;115240;115280;115200;115230
03.12.2018;115220;115240;115130;115180
03.12.2018;115180;115230;115170;115220
03.12.2018;115220;115260;115210;115240
03.12.2018;115240;115280;115230;115240
03.12.2018;115230;115250;115210;115240
03.12.2018;115240;115240;115180;115200
03.12.2018;115200;115220;115180;115190
03.12.2018;115210;115230;115210;115230
03.12.2018;115230;115250;115220;115240
03.12.2018;115230;115250;115220;115240
03.12.2018;115240;115370;115220;115250
03.12.2018;115250;115260;115200;115210
03.12.2018;115210;115240;115170;115190
03.12.2018;115180;115210;115160;115170
03.12.2018;115170;115200;115140;115170
03.12.2018;115170;115170;115110;115140
03.12.2018;115140;115220;115120;115200
03.12.2018;115220;115250;115210;115220
03.12.2018;115220;115260;115210;115230
03.12.2018;115240;115250;115180;115210
03.12.2018;115220;115250;115150;115240
03.12.2018;115240;115280;115230;115260
03.12.2018;115270;115290;115250;115250
03.12.2018;115250;115260;115210;115250
03.12.2018;115240;115250;115230;115240
03.12.2018;115240;115260;115220;115260
03.12.2018;115260;115270;115210;115230
03.12.2018;115230;115230;115190;115200
03.12.2018;115200;115240;115200;115230
03.12.2018;115220;115240;115200;115230
03.12.2018;115230;115270;115210;115210
03.12.2018;115220;115250;115190;115190
03.12.2018;115200;115210;115170;115190
03.12.2018;115200;115220;115180;115190
03.12.2018;115190;115200;115180;115180
03.12.2018;115180;115220;115180;115190
03.12.2018;115190;115230;115190;115230
03.12.2018;115230;115250;115210;115230
03.12.2018;115210;115250;115190;115220
03.12.2018;115210;115220;115200;115200
03.12.2018;115200;115230;115190;115230
03.12.2018;115210;115300;115200;115290
03.12.2018;115280;115290;115240;115250
03.12.2018;115250;115260;115200;115210
03.12.2018;115220;115240;115200;115200
03.12.2018;115210;115220;115190;115200
03.12.2018;115210;115220;115180;115200
03.12.2018;115200;115220;115190;115220
03.12.2018;115210;115250;115200;115250
03.12.2018;115260;115270;115220;115240
03.12.2018;115240;115300;115230;115240
03.12.2018;115250;115260;115220;115260
03.12.2018;115250;115260;115230;115250
03.12.2018;115250;115260;115230;115230
03.12.2018;115240;115240;115200;115200
03.12.2018;115210;115240;115190;115190
03.12.2018;115190;115200;115140;115190
03.12.2018;115190;115230;115180;115200
03.12.2018;115200;115230;115190;115210
03.12.2018;115200;115220;115190;115210
03.12.2018;115220;115220;115160;115180
03.12.2018;115180;115220;115180;115180
03.12.2018;115190;115190;115150;115170
03.12.2018;115170;115260;115160;115240
03.12.2018;115240;115270;115210;115220
03.12.2018;115220;115230;115180;115200
03.12.2018;115200;115200;115170;115180
03.12.2018;115170;115180;115140;115160
03.12.2018;115160;115190;115140;115160
03.12.2018;115170;115180;115150;115170
03.12.2018;115170;115180;115150;115180
03.12.2018;115180;115200;115140;115190
03.12.2018;115190;115200;115170;115170
03.12.2018;115170;115190;115130;115140
03.12.2018;115130;115140;114930;114950
03.12.2018;114950;114960;114830;114920
03.12.2018;114910;114990;114900;114990
03.12.2018;114990;115030;114980;114990
03.12.2018;114990;115020;114950;115000
03.12.2018;115000;115020;114970;114990
03.12.2018;114990;115000;114940;114940
03.12.2018;114950;114990;114910;114980
03.12.2018;114990;115000;114960;114990
03.12.2018;114960;114980;114910;114960
03.12.2018;114960;114990;114950;114980
03.12.2018;114970;115020;114960;115000
03.12.2018;115010;115030;114990;115000
03.12.2018;114990;115080;114990;115070
03.12.2018;115060;115070;115010;115020
03.12.2018;115010;115020;114990;115010
03.12.2018;115010;115080;115010;115050
03.12.2018;115030;115070;115010;115050
03.12.2018;115040;115050;115010;115040
03.12.2018;115030;115050;115000;115010
03.12.2018;115000;115040;114950;115010
03.12.2018;115020;115070;114990;115070
03.12.2018;115070;115090;114920;114980
03.12.2018;114980;115030;114960;114980
03.12.2018;114980;115000;114950;114980
03.12.2018;114990;115000;114940;114990
03.12.2018;114980;115030;114980;115010
03.12.2018;115010;115020;114970;114990
03.12.2018;115000;115050;114990;115050
03.12.2018;115030;115090;115030;115090
03.12.2018;115100;115220;115100;115200
03.12.2018;115200;115220;115170;115200
03.12.2018;115210;115210;115130;115140
03.12.2018;115140;115150;115090;115090
03.12.2018;115090;115150;115090;115120
03.12.2018;115120;115140;115030;115060
03.12.2018;115050;115080;115020;115040
03.12.2018;115040;115070;115020;115060
03.12.2018;115060;115100;115030;115060
03.12.2018;115070;115100;115040;115040
03.12.2018;115050;115130;115050;115130
03.12.2018;115130;115130;115070;115070
03.12.2018;115070;115080;115040;115060
03.12.2018;115070;115110;115060;115080
03.12.2018;115090;115110;115060;115090
03.12.2018;115090;115110;115090;115110
03.12.2018;115100;115200;115080;115200
03.12.2018;115190;115190;115160;115170
03.12.2018;115160;115370;115160;115290
03.12.2018;115300;115370;115270;115360
03.12.2018;115360;115380;115320;115340
03.12.2018;115350;115350;115300;115330
03.12.2018;115330;115340;115300;115310
03.12.2018;115320;115320;115300;115300
03.12.2018;115310;115330;115290;115320
03.12.2018;115320;115370;115280;115300
03.12.2018;115290;115310;115280;115290
03.12.2018;115290;115290;115270;115280
03.12.2018;115280;115290;115280;115290
03.12.2018;115290;115300;115280;115290
03.12.2018;115280;115300;115260;115280
03.12.2018;115280;115300;115250;115260
03.12.2018;115260;115260;115130;115150
03.12.2018;115160;115190;115150;115150
03.12.2018;115170;115200;115160;115200
03.12.2018;115180;115230;115160;115220
03.12.2018;115220;115240;115160;115200
03.12.2018;115200;115210;115110;115120
03.12.2018;115140;115240;115120;115210
03.12.2018;115200;115330;115130;115270
03.12.2018;115280;115310;115170;115260
03.12.2018;115260;115260;115170;115180
03.12.2018;115180;115200;115050;115070
03.12.2018;115070;115190;115060;115180
03.12.2018;115180;115210;115180;115200
03.12.2018;115220;115270;115200;115230
03.12.2018;115230;115260;115190;115220
03.12.2018;115210;115240;115210;115220
03.12.2018;115220;115260;115220;115250
03.12.2018;115250;115250;115190;115210
03.12.2018;115220;115230;115190;115200
03.12.2018;115210;115240;115190;115220
03.12.2018;115220;115240;115190;115190
03.12.2018;115200;115220;115180;115210
03.12.2018;115220;115230;115180;115200
03.12.2018;115210;115250;115210;115240
03.12.2018;115240;115270;115210;115260
03.12.2018;115250;115290;115250;115270
03.12.2018;115270;115270;115190;115210
03.12.2018;115220;115240;115190;115240
03.12.2018;115230;115240;115210;115240
03.12.2018;115230;115250;115220;115230
03.12.2018;115240;115260;115200;115200
03.12.2018;115210;115240;115200;115200
03.12.2018;115210;115250;115200;115240
03.12.2018;115240;115250;115220;115220
03.12.2018;115230;115250;115220;115240
03.12.2018;115240;115280;115240;115260
03.12.2018;115260;115260;115210;115230
03.12.2018;115230;115250;115230;115230
03.12.2018;115220;115220;115190;115210
03.12.2018;115220;115220;115160;115200
03.12.2018;115200;115200;115120;115130
03.12.2018;115130;115190;115110;115170
03.12.2018;115180;115190;115140;115150
03.12.2018;115160;115190;115130;115160
03.12.2018;115170;115190;115170;115180
03.12.2018;115190;115250;115180;115220
03.12.2018;115210;115280;115200;115280
03.12.2018;115280;115330;115270;115280
03.12.2018;115270;115330;115260;115290
03.12.2018;115290;115300;115250;115290
03.12.2018;115300;115350;115280;115300
03.12.2018;115310;115320;115270;115280
03.12.2018;115280;115290;115210;115230
03.12.2018;115230;115260;115220;115230
03.12.2018;115220;115250;115220;115250
03.12.2018;115240;115250;115210;115250
03.12.2018;115250;115290;115250;115280
03.12.2018;115290;115310;115250;115300
03.12.2018;115300;115300;115220;115280
03.12.2018;115280;115290;115240;115270
03.12.2018;115270;115330;115240;115310
03.12.2018;115300;115370;115300;115350
03.12.2018;115360;115380;115340;115340
03.12.2018;115340;115370;115310;115350
03.12.2018;115350;115380;115310;115340
03.12.2018;115340;115360;115300;115300
03.12.2018;115300;115360;115300;115340
03.12.2018;115330;115340;115270;115290
03.12.2018;115300;115330;115270;115320
03.12.2018;115320;115330;115310;115320
03.12.2018;115320;115470;115300;115440
03.12.2018;115430;115450;115390;115410
03.12.2018;115410;115440;115390;115420
03.12.2018;115410;115460;115390;115430
03.12.2018;115430;115470;115420;115420
03.12.2018;115420;115420;115370;115390
03.12.2018;115400;115440;115380;115420
03.12.2018;115420;115440;115320;115340
03.12.2018;115330;115350;115190;115240
03.12.2018;115230;115280;115230;115270
03.12.2018;115250;115260;115180;115220
03.12.2018;115210;115250;115190;115230
03.12.2018;115220;115280;115200;115270
03.12.2018;115280;115300;115230;115270
03.12.2018;115280;115290;115190;115210
03.12.2018;115220;115260;115210;115260
03.12.2018;115260;115320;115260;115300
03.12.2018;115300;115320;115250;115270
03.12.2018;115270;115270;115200;115220
03.12.2018;115220;115260;115210;115210
03.12.2018;115220;115310;115200;115300
03.12.2018;115310;115330;115290;115310
03.12.2018;115310;115450;115310;115410
03.12.2018;115410;115420;115350;115380
03.12.2018;115380;115420;115370;115420
03.12.2018;115420;115430;115360;115370
03.12.2018;115380;115440;115380;115400
03.12.2018;115410;115410;115380;115410
03.12.2018;115420;115440;115410;115430
03.12.2018;115420;115450;115420;115450
